id,lr,hgb,rf,et,gnb,dt,knn,label
02babbe2-196e-4963-8f1b-e1b2a194b2bd,0.025015067628688003,0.0011437580698800064,0.144,0.072,1.0,0.0,0.24,0
02ed0cd0-7d0a-45b3-afac-02ceb5d3c01a,0.00012154687827593241,0.0007300428252837967,0.148,0.084,1.0,0.0,0.16,0
03585e63-022d-4df6-a5b9-a193d1ab7c98,5.140545976875895e-06,0.0007309986841975781,0.104,0.092,1.0,0.0,0.12,0
038b7ed9-8712-42a8-a11b-8516ef35185f,0.11542709264526692,0.022962095101864262,0.248,0.124,0.0,0.8114132857779743,0.2,0
03d86cab-7c09-4140-b4e2-462ad9517316,2.760665155428949e-06,0.014284367171013048,0.168,0.056,1.0,0.379958246346555,0.08,0
03fbaa8a-3c4f-45df-9dfe-2b79b3c3886c,0.2685594315161153,0.15830824331800533,0.436,0.16,1.0,0.8114132857779743,0.22,1
04100948-595d-4f37-9254-5defcb8d30bb,0.0016610834137750475,0.007486583297891276,0.148,0.116,1.0,0.0,0.28,0
043e2a2f-bef0-4a8d-9247-bdff1675996d,0.05214910484240096,0.0018873831231581118,0.124,0.076,0.0,0.379958246346555,0.08,0
04419d70-db67-40c2-9e51-5e0d6c015113,3.1099535523374394e-09,0.0007839938433260214,0.152,0.048,0.0,0.0,0.04,0
04457f82-e808-4788-a8b9-7aa4e9ab8e22,1.8653326344572078e-07,0.006371237800672704,0.188,0.092,0.0,0.7547393364928913,0.12,0
045ee4ea-c6f5-4a60-84ab-b4d5cb6228f2,0.9334131422757025,0.00035477385012969246,0.144,0.04,0.0,0.0,0.1,0
04a6d3cc-99cc-49cf-8ce8-302fac4654bf,0.00865709576976889,0.0007957200525064734,0.136,0.056,0.0,0.0,0.1,0
04d43e64-e9f4-4684-b82f-66b204050298,2.478468208129633e-06,0.0005243473845608216,0.1,0.096,0.0,0.0,0.2,0
0501a97a-5a42-42be-9d25-bf60e0e37e13,1.1279702335542909e-05,0.0035913150435599108,0.208,0.132,1.0,0.0,0.22,0
053cf9cd-262d-4fce-b65d-60ee59d7fc13,2.1697675393569146e-07,0.007131087939241689,0.264,0.132,0.0,0.490566037735849,0.12,0
0554a148-415c-4203-ae26-a2ef6e25e5c2,9.035979010289872e-05,0.014187577644855846,0.24,0.092,0.0,0.490566037735849,0.14,1
056e18b0-8424-4fac-bece-fe84fc443e89,3.4627356460308113e-09,0.0011663769028181284,0.164,0.048,0.0,0.7165354330708658,0.12,0
056e9e0a-246c-40ce-9817-48da7677cc02,0.9951844966751218,0.0004868485641210976,0.124,0.052,1.0,0.0,0.16,0
057b4a02-7d6e-4aa1-bf64-86cc96aa0836,0.07678078928785748,0.0021741184610917226,0.28,0.136,0.0,0.490566037735849,0.22,0
057b67e8-7ce6-4740-acf1-1d96d6ef2284,9.680836490724232e-07,0.00027422877393787294,0.1,0.064,0.0,0.0,0.12,0
059d8b6a-6cf9-48e7-be22-0439c46d2760,1.356301242720692e-10,0.002682407490481742,0.076,0.072,0.0,0.8348623853210996,0.12,0
05bde9d9-ff6f-4dc6-b64d-5e39d2dbd863,0.010701303710443723,0.01314756424908394,0.136,0.092,0.0,0.8584905660377361,0.1,0
05cc50b1-07df-4459-bbf1-ec00018062f0,6.465920607185308e-05,0.003732640686795117,0.192,0.092,0.0,0.0,0.12,0
05e5f937-e3ed-4b62-9e3e-a3ddb4d11819,8.33384188603562e-06,0.0020895709573658526,0.216,0.12,0.0,0.17704280155642,0.18,0
063dc3c2-af05-4cfc-a106-70acb8d28ee1,0.004614226614796464,0.0007530276137708401,0.172,0.072,1.0,0.0,0.14,0
0658a35c-63e8-4689-801c-6420b9ba4883,0.0004908900403615917,0.0014729509419558213,0.132,0.048,0.0,0.0,0.06,1
06a64613-9cfc-4a95-8615-fcaed9b59d0d,0.015895210937362653,0.003380869939964208,0.196,0.128,1.0,0.0,0.12,0
06eaae58-f56c-4fc0-9d35-d9ff18dbff7e,2.8332950353343137e-11,0.0005971129276639499,0.092,0.064,0.0,0.0,0.16,0
071094ea-a1c5-40e7-a500-32d9a7a982e3,0.11394024382353346,0.0030778573596959486,0.204,0.092,1.0,0.7520661157024793,0.16,0
0716946c-0272-42a8-a035-d6150e182586,0.6978025918801315,0.0002732592293939821,0.152,0.068,1.0,0.0,0.1,0
071a34c3-fb15-4067-9244-f6868da8c100,3.752520461648069e-05,0.002943424360418083,0.152,0.068,1.0,0.0,0.14,0
074553a8-d5e5-455f-915f-da996f40fc42,4.908810652253364e-08,0.0004573113538011249,0.076,0.02,0.0,0.0,0.06,0
0753c029-856f-4c35-a32a-840457fb8250,5.7696684653471665e-09,0.0013588323594831426,0.14,0.072,0.0,0.749742533470649,0.08,0
076de50a-21d2-48f2-8818-16c21f4ee31d,0.7286296479180047,0.003335389085518379,0.224,0.12,1.0,0.0,0.12,0
07e4bcf5-a046-4a7f-a829-1b218ff073e8,0.03884114367428263,0.05632743358903951,0.356,0.224,0.0,0.749742533470649,0.3,0
087fe4d4-d15d-4b0a-b47e-212f9f621783,5.905248660824036e-05,0.001971266136252509,0.072,0.028,1.0,0.0,0.02,1
0882d424-fd43-493d-972c-80f9c5cb7290,1.1717713615055977e-06,0.0004511194253645773,0.12,0.076,0.0,0.0,0.1,0
088fa1f7-7765-425b-87b7-7d6aa28ebc44,0.0002079977796330304,0.001423826953649207,0.152,0.064,1.0,0.24010554089709743,0.14,0
08c1fc40-96c1-43a9-a485-4f3c7f9a3dbe,0.006919988568609444,0.0005012917474233556,0.124,0.044,1.0,0.0,0.16,0
08f1cbc7-9a4d-4683-89dc-97a4339ef96e,0.9847416593629921,0.02072757231991171,0.392,0.228,1.0,0.0,0.22,0
09254b15-0125-45ea-8f39-69577d331eae,0.005867747886613499,0.0060461588317867795,0.284,0.164,0.0,0.0,0.16,0
095491a2-e869-4c48-a64f-3d0c903bf500,5.429720483364713e-06,0.0003340923210016293,0.088,0.064,0.0,0.8762035763411277,0.08,0
098c420b-2cbb-4f25-94f5-683cfb836a9d,0.00043266379331389457,0.0007980453984159124,0.08,0.044,0.0,0.0,0.08,0
098ccf64-4d4f-4555-8991-a794f6a6dd75,0.8505069958906349,0.10156713927651753,0.328,0.16,1.0,0.7492083597213433,0.26,0
099daacd-b1c1-41e2-92d3-c3336374edcb,0.0003271838838347164,0.0013060215436920247,0.12,0.048,0.0,0.0,0.08,0
09a79382-b124-4e8d-bdbf-3f53acc33c98,0.12300911599625716,0.00019442059810205082,0.068,0.044,1.0,0.0,0.06,0
09bf5f2f-58d3-4811-9c25-cce7a3b867f1,5.266952619849479e-12,0.0007696004594433216,0.088,0.056,0.0,0.0,0.04,0
09ef8d7b-f335-4926-8227-7546fa1883c4,0.00021144921869098337,0.0010627587409878477,0.164,0.08,0.0,0.0,0.18,0
09f647f2-e63a-4dde-8482-4639cab3f862,0.04512913038068268,0.003916520031296202,0.172,0.072,1.0,0.0,0.2,0
0a0df52e-ec5e-4bb9-94d6-490eb4c99171,1.7624085665147508e-05,0.003090235752035706,0.148,0.116,1.0,0.7520661157024793,0.16,1
0a87d96e-c85f-491e-b233-2b28b4333ea8,0.3615803068069056,0.01775232709079981,0.224,0.136,1.0,0.0,0.26,0
0a947d25-9f1a-4061-972b-3e9f68368128,1.3081002277636736e-07,0.00029677890468984174,0.084,0.048,0.0,0.0,0.12,0
0a9503a7-6dd7-4330-93ad-6623e099b6aa,0.0006614137053471964,0.0016812118211066054,0.256,0.108,0.0,0.0,0.18,0
0ab11391-8376-4833-8f3f-efac44ad3924,0.028456575639259702,0.0720771704078339,0.396,0.244,0.0,0.7492083597213433,0.22,0
0ab1310d-8679-4b56-a17a-2a55f17b0c67,0.05137194312027375,0.007608173946766826,0.244,0.18,1.0,0.0,0.14,0
0addd932-677e-4992-b7a2-f7bfdf3fc32f,0.011791972413515359,0.010108699780558405,0.212,0.172,1.0,0.0,0.16,0
0af157fc-8bbe-4543-95a1-ffdd517ad63a,3.993832043978322e-07,0.002700601145463527,0.104,0.072,0.0,0.0,0.06,0
0b34e60a-c7d2-4dc2-8333-43c34646151d,0.12456965272776387,0.00025402509369079477,0.084,0.036,1.0,0.0,0.04,0
0b514ac9-a16b-4621-832f-ba4d0de038a5,3.7462667612109473e-06,0.0002875966736102657,0.096,0.032,0.0,0.7492083597213433,0.04,0
0bd01837-4a32-4a3a-a9ba-95a7f8ba0b8f,0.0007025119445786577,0.020135451662441586,0.208,0.116,0.0,0.8114132857779743,0.14,0
0bdf60ab-9233-46dd-874b-b7a79e148ee4,4.28578927683058e-06,0.0014507358189407727,0.128,0.052,0.0,0.0,0.04,0
0bdf851c-1fe3-4a76-918a-cfd2937d7b9f,0.07142127309968861,0.0012931536437698757,0.06,0.044,0.0,0.0,0.1,0
0bf571e9-e381-4b1a-bca7-24578e7e3724,0.12939165777252462,0.8223580149888371,0.496,0.344,0.0,0.17704280155642,0.24,1
0c3b8607-5069-422e-b72f-a26553638219,7.223173832791881e-08,0.002003512760937698,0.132,0.052,0.0,0.5432835820895522,0.04,0
0c73bd44-e307-425c-b7ba-4abf7f8a7a05,0.0002443314913780306,0.0017483701501824057,0.152,0.056,0.0,0.0,0.12,0
0cd5d60d-4a6f-400f-842b-d14fa5203018,0.00665152866505124,0.05062174064797585,0.292,0.092,0.0,0.5290697674418604,0.16,0
0cf447ff-02ca-4235-bf87-9361a0a1be91,0.00046310594115049104,0.0006315285481968769,0.124,0.056,0.0,0.0,0.14,0
0cfb5265-cb78-4b69-b9d8-01f77da41ee7,0.005485576706688097,0.07133310930745997,0.3,0.208,0.0,0.24010554089709743,0.14,0
0d452f88-5fdb-43b5-b0c0-0aee70c91499,0.30959271595381016,0.0589944027871035,0.328,0.164,1.0,0.8348623853210996,0.16,1
0d77f709-2762-4a01-9742-5d3da2d558e7,0.31876267276389864,0.187088354442664,0.34,0.16,1.0,0.8348623853210996,0.26,0
0dac2867-f1ae-4ff5-8d47-a1c5b9edee6a,0.0003684715445880461,0.00048258307885579404,0.072,0.004,0.0,0.0,0.02,0
0dcc35cf-059e-45a8-a85c-0b9305934c13,3.998817966938889e-10,0.001613755966055106,0.144,0.084,0.0,0.6967840735068914,0.14,0
0de3d423-b486-4771-bfd7-29a434ea6e24,0.0020967790745675145,0.00017763895397870672,0.052,0.0,1.0,0.7492083597213433,0.16,0
0dfbf6b5-d6cd-45c3-bcc6-9da8225d5b37,0.0008915385647102202,0.0014194338575952922,0.124,0.08,0.0,0.0,0.12,0
0e1cad69-aded-4ddf-877e-05278a46720d,3.942260170785293e-07,0.008511796083587715,0.184,0.128,0.0,0.8114132857779743,0.14,0
0e35158a-5ac1-40df-8e77-1726b3b929a7,0.3785291337782216,0.020884550903251236,0.324,0.16,0.0,0.0,0.08,1
0f2fd9e3-70b8-4911-b5d7-4e0daef499c3,6.562340185865982e-06,0.0014097778998504807,0.144,0.068,0.0,0.0,0.12,0
0fbf29fb-ebff-44be-a48f-ac49e1dbe43a,0.9980040021691449,0.04279756311417026,0.488,0.244,1.0,0.8348623853210996,0.22,0
0fe9fcdf-eb06-4e2c-88d8-04468b427298,0.24018237044181096,0.0036961295229246075,0.24,0.152,1.0,0.0,0.16,1
1015facd-4b95-4691-9019-624fe020481c,6.578266904102694e-05,0.0004340051180859359,0.028,0.02,0.0,0.0,0.08,0
10316e49-8362-4388-b855-e2f66e44e12c,5.375251068641052e-05,0.0060467251675416275,0.188,0.1,0.0,0.0,0.08,0
1096a49c-8023-48e4-8629-36aba77b4b25,0.00022881841053426852,0.001952270648314546,0.244,0.148,1.0,0.7492083597213433,0.12,0
10a2881d-31b7-48ed-937f-f60dd1d026b7,0.9980922759058956,0.7563282587238694,0.412,0.208,1.0,0.8348623853210996,0.22,0
10cd4138-ca98-4336-9cbe-31165cba2186,0.7734311615625216,0.07397117609886122,0.384,0.296,1.0,0.17704280155642,0.22,0
10e5e2a4-7167-4e74-9168-d3b989acef15,4.823185227837313e-10,0.018176949244666972,0.268,0.168,0.0,0.8348623853210996,0.22,0
111008f1-5f0d-40b4-badf-f094a4c5ec3c,2.40517461160022e-07,5.338313752431962e-05,0.12,0.028,1.0,0.0,0.08,0
11354f1a-a1d2-4d6e-b1dd-765a5e83e317,9.248423835123682e-05,0.0005776342298376938,0.052,0.032,1.0,0.0,0.06,0
1137ad7d-af06-4f3e-9cfd-b4c47df0c105,7.526348989046384e-07,0.0005514818028676567,0.092,0.028,0.0,0.0,0.12,0
113e5cc5-bfd8-4beb-825c-7ab96f8c554d,4.138962469737321e-10,7.119416479084744e-05,0.06,0.02,0.0,0.0,0.06,0
117f0f6d-f48c-4da5-b107-ec90d7953a8d,0.344197176086556,0.004253592914479684,0.14,0.088,0.0,0.0,0.14,0
11877df6-3056-498b-b884-e45496d7c67d,0.0011159608541838177,0.008993723547833071,0.312,0.116,1.0,0.8348623853210996,0.2,0
11ba191f-a74d-45b2-9a68-b96bec72daff,0.0001971841022526755,0.0022714130808007276,0.164,0.104,0.0,0.0,0.12,0
11dbffe1-5c61-498a-b385-b7a47414c0f5,0.033909559252333875,0.0018755241252242092,0.12,0.092,0.0,0.0,0.26,0
120bb066-5a64-4e00-8990-97b389af59ce,0.014280943750228607,0.000629808243796895,0.132,0.08,0.0,0.17704280155642,0.12,0
125b9772-5b74-426b-9594-eab31d0d1c71,0.0020073435256689875,0.0009583601740461433,0.096,0.032,0.0,0.0,0.08,0
1276dc85-b94c-46e9-9527-f9a4229f55d1,3.778733504220379e-05,0.0015860070944436321,0.132,0.044,0.0,0.0,0.04,0
12f92a96-331a-4dc3-9e71-53519cd117c1,0.0012490022137177734,0.0354139344951141,0.416,0.232,0.0,0.8114132857779743,0.22,1
1342f3fb-7def-4571-906e-285cb4b77044,0.01772426653002586,0.0009592714451689076,0.232,0.132,0.0,0.4678663239074546,0.12,0
13605857-8313-43be-aeac-55685d4e1446,1.0170830811311099e-08,0.0003470029545849179,0.14,0.06,0.0,0.0,0.1,0
1389e473-757e-469f-97c5-c8f26ed3ef15,5.7623451917823243e-08,0.004133769539098161,0.12,0.04,0.0,0.6967840735068914,0.06,0
13e28312-65a1-4e1f-9216-a04b826414f9,0.0014826565869724673,0.00040765787513131167,0.112,0.048,0.0,0.0,0.12,0
14b17e46-14f9-4445-9fef-d7724ea569b9,3.963983283148775e-05,0.0002388301943219057,0.12,0.092,0.0,0.0,0.18,0
14d1fe0a-8af5-4e0f-bbfd-214bbbb249bc,0.03154776915073937,0.000395843883648382,0.108,0.036,0.0,0.0,0.08,0
14e07352-e0de-4962-b662-338b68dfa64f,0.8499320564063917,0.07123775982320506,0.364,0.208,0.0,0.24010554089709743,0.18,1
14f6ed20-3f0f-4ce9-8e6d-c84cc32c7640,0.0008036392442168774,0.0010783031796229394,0.104,0.068,1.0,0.0,0.18,0
150037f4-0dca-47e6-9923-49c361e0e054,0.37316395941755987,0.0002650783415700995,0.144,0.036,0.0,0.0,0.04,0
152f7625-7458-4abd-9c05-160894f68946,0.000721323963978965,0.00020395614828171412,0.052,0.024,0.0,0.0,0.02,0
1551a5cb-c839-43fa-969f-c9ab4b6a08b3,3.3620184408843466e-08,0.0001164868609014949,0.068,0.028,0.0,0.0,0.04,0
156638da-e7d3-40b7-b306-0644510a32cd,0.004799139128613452,0.012960881839445711,0.228,0.148,1.0,0.24010554089709754,0.2,0
15b723fa-299c-4ab8-b91f-df4c3a6104a0,2.5048134276774417e-05,0.0011816383574710235,0.188,0.088,0.0,0.0,0.14,0
15b84c1a-3e12-4fc9-be07-801fc67d7f98,0.04032840730909917,0.03473568305820121,0.2,0.092,0.0,0.7492083597213433,0.1,0
1654955b-05c4-47a0-a9c2-0af309b418f4,7.909355076328531e-07,0.0006333013252417117,0.072,0.032,0.0,0.0,0.14,0
168eaa51-ee2f-47ac-a37c-6ec4f4904959,5.444509880105903e-07,0.00022381505783818518,0.08,0.06,0.0,0.0,0.12,0
16b5a930-ca55-4273-87d5-7f9bd1fc8935,0.1654527208701597,0.000620910416309279,0.148,0.036,1.0,0.0,0.12,1
16dccda7-b408-4414-9a55-f1804d0e35cf,1.2114270302934583e-06,0.00024704881550408325,0.132,0.044,0.0,0.0,0.08,0
16e37e97-d163-4b0a-a7d7-bf476928487a,0.5167218932124202,0.014498993380541423,0.212,0.12,0.0,0.0,0.2,0
17177f35-9337-4fd4-b2f2-e388ae4d2084,0.07642771047398635,0.02467597218742579,0.36,0.116,1.0,0.7520661157024793,0.16,0
17236201-5776-4c0b-a6f0-09c9e28a329b,0.7819187593375638,0.6815956042935812,0.652,0.312,1.0,0.8114132857779743,0.2,0
1743bf40-3769-41bc-99ac-81d2e3184c2a,0.0004022706835714784,0.00023570735861870503,0.052,0.04,0.0,0.0,0.04,0
17954688-dd11-4c51-9f02-a6dd976357f3,2.496075473856674e-05,0.002531533153425984,0.108,0.02,0.0,0.0,0.08,0
180a0429-3f97-4c1b-b111-a62d27b52bc4,0.4867145784045094,0.0013495030064440761,0.176,0.104,1.0,0.0,0.12,0
1817e991-2b29-47e3-93d6-2ef12766db61,0.0006914554046132776,0.0002738419779590871,0.172,0.112,0.0,0.0,0.12,0
18b3f6c2-da77-4b20-bc26-f2b88ebe498f,0.00010885910567376494,0.00022140299985809662,0.096,0.032,0.0,0.0,0.08,0
18f41c84-4a6d-4cf9-bef0-c59ed0670a5c,0.482553330587064,0.010991357215987738,0.324,0.22,1.0,0.0,0.16,0
19174476-ad25-416f-b03f-3b409edd5558,6.0536513768444425e-05,0.012842546022586134,0.24,0.108,1.0,0.0,0.12,0
1959aee7-cf3e-42bb-8372-e2eefb5ecce2,0.0006537301498277942,0.0034503758455852163,0.264,0.18,1.0,0.0,0.18,0
19aed062-d753-47ae-be3a-7ba557597bed,0.18574904440397927,0.005617661990371375,0.356,0.14,1.0,0.9491525423728812,0.22,0
19b43968-7383-46f6-8e86-cf0d4d2bad49,1.605203543150119e-08,0.0005829591104786836,0.084,0.052,0.0,0.0,0.1,0
19deac6e-6286-45eb-999f-318dafb70d43,0.06615169128664986,0.019446179268291345,0.268,0.136,1.0,0.4678663239074546,0.14,0
1a07f9d3-1c45-4bdd-a7c0-8a7725fb2496,3.7343547662615756e-05,0.0009914381239150257,0.192,0.096,0.0,0.0,0.08,0
1a184304-ffbe-4154-9f17-814e1629f0aa,0.0005241738012581465,0.0039173880292991785,0.268,0.128,0.0,0.379958246346555,0.18,0
1a222bd9-f826-4460-9af6-ca1c6c491500,0.1745713615263316,0.1092110961801476,0.28,0.152,1.0,0.3473282442748092,0.2,1
1a24793e-5df4-401d-910e-9314fbbeb28d,0.09415318773682783,0.019998224528582954,0.204,0.152,0.0,0.8348623853210996,0.14,0
1a2bb442-87d3-4ad8-9639-4c5a5d34c2ab,0.00020199339907634562,0.014529646969439067,0.152,0.092,0.0,0.0,0.1,0
1a3a270a-0428-4e57-b49c-afed5d3532bf,2.5034758744730496e-08,0.0020768997556994176,0.136,0.092,0.0,0.34732824427480924,0.16,0
1a43f51a-5c34-4dd3-be89-cd7a25002485,0.0026454127880458185,0.019570417259098284,0.272,0.14,0.0,0.0,0.28,0
1a64fcfc-d6ea-425a-be8d-a375ef6a7a01,1.629557558589026e-05,0.00011338035572416795,0.1,0.052,1.0,0.0,0.1,0
1a6e0127-6bed-4d2a-923e-2db0c6b3b69c,0.0075813917815120225,0.0011049095782465043,0.1,0.044,1.0,0.6967840735068914,0.06,0
1ab67494-ef4e-43dd-bf8d-211d32a3802e,0.8824200687427394,0.00875799597006276,0.168,0.124,1.0,0.0,0.14,0
1af383a7-3a87-40e7-814a-a82a525386b4,0.06709096144657892,0.25966258493462135,0.452,0.24,1.0,0.9293008641005499,0.22,0
1b09d8bc-b1ab-452a-9f8e-0488733dd547,0.9620785028130577,0.14699292627478294,0.368,0.296,0.0,0.8348623853210996,0.2,0
1b1ad878-c0aa-4ed7-bbb0-e376fed2f6f2,6.691275154398031e-05,0.004802245524915958,0.268,0.104,0.0,0.8114132857779743,0.18,0
1b1b6953-2a82-4187-89ec-38fc7c5b7376,9.689482795736402e-05,0.0020168589645906247,0.112,0.052,0.0,0.0,0.1,0
1b302cfd-e1ff-45cf-8539-cd4be4d0bc7d,6.253682730031677e-08,0.0001362166810844318,0.088,0.032,0.0,0.0,0.02,0
1b3fac96-005c-43e7-9811-6460e2a38122,0.11446751931916599,0.002819754792145644,0.116,0.048,0.0,0.0,0.08,0
1b434da7-8f06-4f9a-8e6a-4cf3d0a06464,3.7377945127563016e-07,0.00021920583017360888,0.04,0.028,0.0,0.0,0.1,0
1b679213-7457-4eba-8d0e-72c25447ae7e,2.104147937274795e-07,0.00017139971205962007,0.06,0.012,0.0,0.0,0.06,0
1b8074a2-9e3b-4605-a991-8d87a2f4f727,0.04612664913414567,0.0004448661711014094,0.072,0.036,0.0,0.0,0.1,0
1bbfc7b9-8741-4fe5-8b18-95094984d0ba,7.832326129441625e-07,0.00013284902827942184,0.108,0.036,0.0,0.0,0.1,0
1bc6b19b-3605-44af-a4f4-b1ba252e1e35,3.2035210815921906e-08,0.0024356031109751325,0.128,0.036,0.0,0.0,0.06,0
1bcc3f75-769c-4ba3-869e-76f7115b5aa7,8.855877338496201e-12,0.00011468142728559555,0.048,0.016,0.0,0.0,0.04,0
1c0b7583-7ef9-45c1-a179-e1eb51088ec7,0.006149500485740636,0.0008247229582490137,0.168,0.092,0.0,0.8348623853210996,0.08,0
1c0d2790-bd0c-41fc-8c3b-a98fa7136128,0.21636307327151616,0.00013639144796703307,0.112,0.028,0.0,0.0,0.08,0
1c17d2e6-aaeb-4bb6-bc84-9ff731b25e7d,1.6608363793094113e-05,0.00039105290548952626,0.116,0.032,0.0,0.0,0.08,0
1c6b8616-9c50-4a38-8620-b7acc0090097,7.190751375241952e-09,0.0013768155064749182,0.1,0.06,0.0,0.31487889273356406,0.16,0
1c85cb59-4461-4478-a7be-0f83533de729,1.6169910861556571e-06,0.0004001486873041494,0.088,0.052,0.0,0.0,0.12,0
1cefa210-8362-48ca-8d38-158923cf5d58,1.085232089148979e-06,7.214552262095555e-05,0.128,0.056,0.0,0.0,0.14,0
1d059554-c614-4c6c-a54d-4f31da8a4822,0.035731716191277456,0.01426403803694447,0.316,0.116,0.0,0.5290697674418604,0.18,0
1dad9509-8b6e-4649-b251-26646ca631dd,3.7391861976715747e-06,0.0003775840190026972,0.104,0.044,0.0,0.0,0.08,0
1dcf4c10-b5bc-4573-88cf-59317dcebffc,0.9878459799089595,0.05760956599133479,0.324,0.136,1.0,0.0,0.18,0
1ddb6342-8735-4bfe-b561-ea7d9237f1e8,4.0067661468320855e-06,0.00021354386833868488,0.072,0.02,1.0,0.0,0.02,0
1e088ae9-d69a-4f1f-80ce-c0e1a19d99cb,0.006122217404767761,0.00025266750262977833,0.144,0.08,0.0,0.0,0.1,0
1e172832-9669-45a9-970e-428da4d0e1ab,0.001365421555354962,0.0007143883899035133,0.056,0.032,1.0,0.0,0.14,0
1e3843ad-c1a5-4922-9e89-eb7453f4d826,0.230544141175035,0.0005595822809825135,0.144,0.068,1.0,0.379958246346555,0.12,0
1e8d8d05-814a-4eb2-9c61-f0a7cbc6919c,0.0035264027787358177,0.009926575648602632,0.184,0.088,1.0,0.0,0.12,0
1ecd16f5-ff1d-40f1-bdc3-3fc7b9ecb569,1.3195683898251837e-05,0.0019276016300076653,0.216,0.108,1.0,0.0,0.22,0
1f0ab47b-9b5c-48ba-a881-60a3795c11d7,0.00023898197969271493,0.10000475999311646,0.192,0.14,0.0,0.8348623853210996,0.1,0
1f23d3c8-2caf-4418-9046-46a3bc4adb85,5.249743626933862e-06,0.0063723766252587865,0.236,0.12,0.0,0.0,0.18,0
1f4b4f87-97f6-4140-ac18-5ec838775755,8.721639485857313e-10,0.0036268967432735054,0.124,0.064,0.0,0.0,0.02,0
1f73a162-56ba-4902-ac13-0efbe9102c5c,0.7528186995068143,0.012838057987969543,0.276,0.192,1.0,0.0,0.18,0
1f7c7d60-f08b-4e4f-9dd7-55ce028eb380,0.008919000886826237,0.004106845269722529,0.1,0.04,1.0,0.0,0.12,0
1fa1f177-8e70-4454-a4b3-fe6e0719a373,0.9899433158533056,0.2531564490663051,0.32,0.152,0.0,0.8114132857779743,0.14,0
1fe0a2e7-d088-48f7-b230-b68ebebe2ad5,0.0018341090551050319,0.00020229445971924845,0.096,0.024,0.0,0.0,0.12,0
20583247-930f-44b7-bc0c-e5207f22e928,1.4518397563043334e-10,0.0002393639790930584,0.064,0.036,0.0,0.7520661157024793,0.1,0
2063ae46-7414-4beb-a779-bddb1f7f96a5,0.5567683445822451,0.013352514243368203,0.212,0.088,1.0,0.0,0.2,1
20706cdc-7728-4d97-95ae-92ba27be862c,0.005903816068275594,0.0016088617209192013,0.204,0.092,1.0,0.7520661157024793,0.2,0
